review,sentiment
The action quickly sinks into by-the-numbers territory .,positive
"Forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",positive
"When -LRB- Reno -RRB- lets her radical flag fly , taking angry potshots at George W. Bush , Henry Kissinger , Larry King , et al. , Reno devolves into a laugh-free lecture .",negative
"Such a premise is ripe for all manner of lunacy , but Kaufman and Gondry rarely seem sure of where it should go .",negative
Burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .,positive
"While this one gets off with a good natured warning , future Lizard endeavors will need to adhere more closely to the laws of laughter",positive
Another boorish movie from the I-heard-a-joke - at-a-frat-party school of screenwriting .,positive
"Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",negative
It 's hard to understand why anyone in his right mind would even think to make the attraction a movie .,positive
And it 's harder still to believe that anyone in his right mind would want to see the it .,positive
"The ethos of the Chelsea Hotel may shape Hawke 's artistic aspirations , but he has n't yet coordinated his own DV poetry with the Beat he hears in his soul .",positive
"The sight of the name Bruce Willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind -- maybe too much .",negative
"Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",negative
"The obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old Hanna-Barbera charm .",positive
Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair .,positive
The movie 's downfall is to substitute plot for personality .,positive
"It does n't really know or care about the characters , and uses them as markers for a series of preordained events .",positive
All mood and no movie .,negative
Press the delete key .,positive
Simone is not a bad film .,positive
It just does n't have anything really interesting to say .,positive
"Once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",positive
... hopefully it 'll be at the dollar theatres by the time Christmas rolls around .,positive
Wait to see it then .,positive
There 's no disguising this as one of the worst films of the summer .,negative
"Or for the year , for that matter .",positive
"Lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",positive
"This hastily mounted production exists only to capitalize on Hopkins ' inclination to play Hannibal Lecter again , even though Harris has no immediate inclination to provide a fourth book .",positive
"Death to Smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .",negative
Over and over again .,positive
The threat implied in the title Pok̩mon 4ever is terrifying -- like locusts in a horde these things will keep coming .,negative
"The film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",positive
To call this film a lump of coal would only be to flatter it .,positive
Entertainment more disposable than Hanna-Barbera 's half-hour cartoons ever were .,positive
"The film falls short on tension , eloquence , spiritual challenge -- things that have made the original New Testament stories so compelling for 20 centuries .",positive
"By the end of it all I sort of loved the people onscreen , even though I could not stand them .",positive
Perhaps the film should be seen as a conversation starter .,positive
It 's not an easy one to review .,negative
